,plot,end_of_season_dry_biomass,accumulated_heat_units,lateStage_NGRDI,lateStage_RGBVI,lateStage_GLI,lateStage_VARI,lateStage_RBRGB,lateStage_IPCA,lateStage_I1,lateStage_I2,lateStage_normalizedNGRDI,lateStage_normalizedRGBVI,lateStage_normalizedGLI,lateStage_normalizedVARI,lateStage_normalizedRBRGB,lateStage_normalizedIPCA,lateStage_normalizedI1,lateStage_normalizedI2,matureStage_NGRDI,matureStage_RGBVI,matureStage_GLI,matureStage_VARI,matureStage_RBRGB,matureStage_IPCA,matureStage_I1,matureStage_I2,matureStage_normalizedNGRDI,matureStage_normalizedRGBVI,matureStage_normalizedGLI,matureStage_normalizedVARI,matureStage_normalizedRBRGB,matureStage_normalizedIPCA,matureStage_normalizedI1,matureStage_normalizedI2,reproStage_NGRDI,reproStage_RGBVI,reproStage_GLI,reproStage_VARI,reproStage_RBRGB,reproStage_IPCA,reproStage_I1,reproStage_I2,reproStage_normalizedNGRDI,reproStage_normalizedRGBVI,reproStage_normalizedGLI,reproStage_normalizedVARI,reproStage_normalizedRBRGB,reproStage_normalizedIPCA,reproStage_normalizedI1,reproStage_normalizedI2
10,PI330185_00,52198.56955,5372,-0.0018448415762489475,0.1421396625138098,0.06537093029868214,-0.0013955157084931233,0.09285887547077666,83.90770327660346,58.62135383852066,0.38842435882937526,0.0017550211604459185,0.14349769969140327,0.06629863503959867,0.00339430812042161,0.09256010404036887,78.62846632926694,54.90542162003056,0.39515300643059514,0.030966678023105442,0.17182289289408606,0.0830079398706163,0.05195498256484582,0.07000855089465496,70.35659539072137,47.07757259670057,0.4980247803032398,0.03476357220355754,0.17332376402459646,0.08410458217718095,0.05787224566780706,0.06899232527326886,67.4335402689482,44.96672719403317,0.5083821208069199,0.0395253937902106,0.16564511889148323,0.08112987396972515,0.0667977516062646,0.055205286192219837,57.08259950365339,37.689018601462955,0.5431128277310303,0.04148426273604851,0.1664938476114046,0.08161580012667742,0.07005089162183656,0.054361765893797036,52.91053745860145,34.694741180964876,0.5488693932337421
11,PI330185_01,22196.46873,5372,-0.009930690062235355,0.113439452310926,0.05166996949597404,-0.01466753220150404,0.08540071237636238,66.66852274041428,47.118740704185086,0.38442784886611137,-0.00785180102105521,0.11364948653076822,0.05181645728647705,-0.012134389357465553,0.0852457785135821,59.76632605301707,42.30496657020167,0.38778929277470237,0.016353627001371013,0.14736336725621133,0.07024586134435935,0.028145143572609575,0.07315687254711159,60.02000834459176,40.99514391378391,0.46140319986577416,0.01917184947774189,0.14781164268225977,0.07066695120162755,0.03240111037432442,0.07211811527426984,56.768552206776626,38.60861822725074,0.4694629613241535,0.03787390716561221,0.16283755886821105,0.07965342355007562,0.06411431513352098,0.05551965105966479,57.56516146526656,38.13674487747959,0.53893582930778,0.04015127644619208,0.1642892990032388,0.0804004852332216,0.06789744343587802,0.05486482099822443,54.706327193276174,36.06034278869629,0.5460082533972224
12,PI152651_00,14717.485230000002,5372,0.015271551232128968,0.15500866601255428,0.07358397912021417,0.025051485401998516,0.07897029161831286,78.45148579716431,53.7958512034023,0.44573144567441236,0.01700354221422423,0.156056682085008,0.0739875516871947,0.027612711226130838,0.07974320056653297,72.5437797199596,49.56717440945906,0.45029023913450017,0.028334695303038348,0.16439783097390664,0.07935455564903203,0.04778723144715827,0.06873418345587347,69.88931246837937,46.88864680370653,0.49491659596741916,0.030512924564171942,0.16662633625498738,0.0805527197803,0.050958586689814074,0.06794527401805413,63.64496823965785,42.41696842607245,0.5012602068214531,0.02848147898966571,0.15330647668519684,0.07438633162095099,0.048097990328705896,0.0614660620732709,59.71420621871948,40.07173195550608,0.5076776561002398,0.029832810103936555,0.15456461988736028,0.07508421739086853,0.05003548213713906,0.06051191605280994,51.791826214901235,34.376772265101586,0.5122837673786075
13,PI152651_01,7157.774334000001,5372,9.944592285694944e-05,0.13655323833227154,0.06339333768813836,0.0008609250220733003,0.08679307682379594,81.79244072206559,57.011341008832375,0.40128590310773543,0.0020024737814486313,0.13824774887292612,0.06395828608543637,0.0034154629313214125,0.08774986605971088,76.8844045946675,53.52510953718616,0.4059636869738179,0.01321977598953787,0.14826334185608017,0.07042743347875478,0.022238452809404653,0.07757036104895074,70.14238154423701,48.16743825937246,0.4455407749522816,0.015203093983555717,0.14997489571377823,0.071360433716085,0.025064408691454782,0.0768044359207927,63.43996827014081,43.35958219503428,0.45117406121322085,0.02410988299942986,0.15062386656211593,0.07276947215452029,0.040504485291118386,0.06532660652857038,61.89216614847129,41.81261934398931,0.4910451034031345,0.0254742821710089,0.15222098476300802,0.0736131647043982,0.04249452248394569,0.06453337084691399,53.9405564022603,36.06076784187791,0.4954155882199605
14,PI569427_00,26281.47281,5372,0.01932821102228284,0.158842724599656,0.07584755248419793,0.03179462029076634,0.07623526714979459,83.22877636077298,56.802430316900754,0.4594993578020934,0.020315889140092695,0.16224404495612832,0.07744033444838914,0.03326984322303605,0.07677619557851434,78.83513832092285,53.65579729019456,0.4626249175542479,0.032718792900835174,0.17507565923427282,0.08484344532419187,0.053739578855272925,0.06956422806864501,76.15899597971062,51.11594818767748,0.5003128567416417,0.03373749199396877,0.17728312342966857,0.08594508410284389,0.055381537917511194,0.06927311474359345,68.84301626054864,45.850511939902056,0.5040585402595369,0.038747940741523434,0.1726557436955751,0.08426734060049053,0.06458376037210398,0.06046533062172355,73.06268484352609,48.61809913364388,0.5303874352627252,0.040114407389033435,0.17592845742519087,0.08581039234554975,0.06675375866863498,0.060309668683265046,67.55603276766263,44.75183595284908,0.5341551996899779
15,PI569427_01,22997.86814,5372,0.014000563465136373,0.15679486205180485,0.0742240041494369,0.022812696462497072,0.08158844722434874,93.46579078038533,64.19581109682719,0.4381049786011378,0.01518149254571953,0.1603947201867898,0.07575985260307784,0.024524703073160056,0.08312915804485477,90.52419157028199,62.116574656168616,0.44171055575211843,0.027761424286895712,0.1654370692256209,0.07988092400036845,0.045785846841799704,0.06978222882592829,79.26363642804034,53.53320833924529,0.48957704762359716,0.028733953095778964,0.16875433650883762,0.0815137462182478,0.04725334628835896,0.0693613719437029,71.27776898966206,47.828584274688325,0.4934322919164385,0.0377621242155631,0.16599101652701695,0.08107831063369905,0.0633575262377659,0.05752960459639624,73.08934468587239,48.62650416056315,0.5338959262768428,0.03899754197647169,0.16869810114304223,0.08246715533236658,0.06519480541348453,0.056736834533512547,65.72802997589112,43.45290652592977,0.5371710550785065
16,PI329645_00,38120.755710000005,5372,0.007703859044856596,0.14938670396804807,0.07008055553062635,0.012887143512250336,0.08506999470627126,89.84513540410283,62.06953702044131,0.4195626593792616,0.010316441856618284,0.151402324271291,0.07095707380282341,0.016650496977911326,0.08581671608028124,85.0854845046997,58.666938667866724,0.42613760259614064,0.01207018147146847,0.14261531843224834,0.06761430445048992,0.020464772744762213,0.07549016521126649,72.05204691788524,49.496731986042874,0.4468480280364852,0.01563844635573504,0.1448115842888154,0.06890490924917067,0.025809832471036666,0.07470424170325317,68.05634138957564,46.55954489650497,0.45615035510924923,0.03191034060054969,0.1524877027233145,0.074414304999718,0.05407575209305353,0.05666731617677564,51.39788139400198,34.16160494533938,0.5240527295799398,0.033935516468012905,0.1529030534647294,0.0747604340648473,0.05729231043760452,0.05534212975137265,46.42740251057184,30.58390222378631,0.5304925746437329
17,PI329645_01,13626.740569999998,5372,-0.012797931074444727,0.11577310561146953,0.05228692845792955,-0.019331548381931175,0.09040718069238375,81.57964607895605,57.71334358872167,0.36928413068221894,-0.011358015634287665,0.11570736672112479,0.0522468822286618,-0.017469211675818178,0.09138940631208431,76.26090803841092,54.02348735632486,0.37118853500347265,0.01519878891029958,0.14573205550071555,0.06943602586471577,0.025860642531703934,0.07352164918203138,71.66458099703246,49.08971567998959,0.45746821014187006,0.017129627577065237,0.14723945050677165,0.07023173851208592,0.028690646203001553,0.07358081636455235,65.44928624358359,44.67632337159748,0.46245364429829994,0.03209525663405652,0.15425470352172846,0.07515963154534494,0.05431616228073831,0.05741211151083306,61.61587896982829,41.16167433420817,0.5226801725228628,0.03358022584269439,0.15614517008264858,0.07619441943864023,0.05664726051191484,0.05645617611706252,55.374389508565265,36.74667327880859,0.5271802637974421
18,PI181083_00,26275.62554,5372,-0.00629883457127299,0.14246090999775865,0.06495300524988053,-0.009501743093247214,0.09830835374769253,105.90778039569504,74.36835468034803,0.3671221722123082,-0.004159741773081857,0.14249669934160133,0.06489752582702896,-0.006511826874231869,0.10032271333267348,103.69696063644315,72.85820852174349,0.3693083597838513,-9.037455397063655e-06,0.1301426940854766,0.060440135472605856,0.0008226418146806255,0.08298176632032338,77.12097076088105,53.81341500012307,0.40810275568237786,0.0012498944562841607,0.13051549703637252,0.06058964868889575,0.0024472831941414266,0.08303500480855563,73.19174628921702,50.98074660723722,0.41104477134686485,0.022290265269717422,0.15599030066776823,0.07492773286524532,0.03746292187268384,0.0709931024840112,65.77311437529636,44.59891519932388,0.4771961683482793,0.024535546967197126,0.15814405472981446,0.07617139094912932,0.040505102604447216,0.07009351184602414,61.364146745273835,41.3032810563986,0.48207706764254266
19,PI181083_01,7792.963442,5372,0.004852580515083371,0.14376771848165346,0.06720556122542333,0.008308135750632403,0.08515273037416331,91.00935218170399,63.11413087917648,0.41345798946518936,0.007092569316741768,0.1454776502178825,0.06794023610480864,0.011539861603967914,0.08623768491599391,86.91986874587663,60.240894900023484,0.4176542199294986,0.003033111385957701,0.12577819501559248,0.05892193201382395,0.005871124243146892,0.07650133281902811,67.08139341714661,46.56711622803354,0.42618851511799105,0.004967100997094571,0.12668174043384905,0.0594267204011741,0.0084694621925193,0.07574321087776564,63.17615098562854,43.738372468111805,0.4311310997483326,0.016907435610793962,0.13839237154393952,0.06639011606466073,0.029115206873688834,0.06694046213575026,54.02992017718329,36.76612952135611,0.47369543538577313,0.018045576259770484,0.1399054328060668,0.06723756648168179,0.03053690725473508,0.06567434545444402,50.02753738735033,33.691999131354734,0.4771478456863459
20,PI585454_00,19547.80982,5372,0.020941720703093542,0.15453378443463214,0.07412877882911949,0.03449833047805935,0.07156203745543582,75.8008871276349,51.57003352058379,0.4713478707302655,0.021705248510499757,0.15721514326408195,0.07538268850397517,0.035626879849768665,0.07198002024773985,70.34030212703088,47.70133710402176,0.4741832811184444,0.030671971160446874,0.16241380025314375,0.07882149805185157,0.0511467759969019,0.06429093078816234,70.67453099504301,47.429301648200315,0.5064529757710952,0.03175817182452614,0.1645444315634196,0.07992482730010637,0.05284893513904715,0.06363369404232196,64.89787142789817,43.33302565466,0.5101005418013923,0.04205084885869703,0.16524289969887052,0.0811607304002557,0.07129858285188671,0.05174879644598276,62.594265104021346,41.1790690939767,0.5547642019816807,0.04362303849841863,0.16691732100078036,0.08212173972811014,0.07363200274961332,0.05068458747650892,53.29716161455427,34.68151386260986,0.5583427309989929
21,PI585454_01,10079.66988,5372,0.013398201806315494,0.15081155868592083,0.07154825663676966,0.021943170758869934,0.07875317829074678,84.16162615175601,57.770057409780996,0.4424178587065803,0.014855093602737787,0.15454149781553828,0.0730220753009672,0.024079739319643453,0.07984875728962594,78.5049600954409,53.77180334020544,0.4456705283235621,0.01874205989604636,0.14769122312932875,0.07067019032914476,0.031111722725919774,0.07002995134380564,73.5503334178867,50.10237571728764,0.46988469153119805,0.02046607915796771,0.1497180108089893,0.07175795807998776,0.03362749011476372,0.0692451335925456,69.46248797366493,47.19501407244052,0.4754518741055539,0.040494668422572606,0.16102480855005888,0.07913955434489603,0.06873251375422544,0.05112849453936758,52.717451608003074,34.60827652376089,0.552829600981812,0.04234938664056023,0.162049060492818,0.07975795523110606,0.07171335635678978,0.05000500244769583,46.96908472545111,30.550151839185116,0.5574624089162741
22,PI569097_00,39618.28094,5372,0.0003497247650623838,0.13371719987835823,0.06199698340965476,0.0019905024134082255,0.08474419150138042,80.54723197657887,56.22781844255401,0.4067542262193633,0.004189420572557279,0.1359012299103708,0.06303803350140405,0.007340782228910501,0.08469413136836228,75.09314832454774,52.40071242030074,0.41261232735180275,0.026768481319098206,0.15230268423881713,0.0737763411259349,0.04522174723811821,0.06299221192639835,57.556858376611636,38.73835760430445,0.5012860897975632,0.029140838046110177,0.15267586957993382,0.07415470202700997,0.04906092888286592,0.06215712114508389,54.522128974335104,36.52752500847925,0.5085405066043516,0.036037246203208716,0.15568162894553755,0.07619624993425198,0.06134930821611881,0.053405122640965974,51.30923560532656,33.96394473314285,0.5390867138789459,0.03836448830010005,0.15638521703129465,0.07664840645156797,0.0652047147900289,0.05262471175625578,48.1597414450212,31.693958553400908,0.5459172503853386
23,PI569097_01,25136.82155,5372,0.0134451137711926,0.15821380802878626,0.07480146850884692,0.022117454430068965,0.08327466470223882,85.66040512367532,58.8526431189643,0.4345511199883473,0.014938996779636433,0.16114991484784782,0.0761223731125578,0.02432243465510607,0.08430748872091,79.87955152252574,54.72100927800308,0.4380295055883902,0.032605098442563485,0.18129356337499014,0.08768541012195087,0.05306360808708052,0.07356114595939837,74.73157701613027,50.15291102928451,0.4921543801887126,0.0342985822029317,0.18222831774361525,0.08824421394663516,0.055877471413416153,0.07323295557046233,71.12871655331382,47.47343531741372,0.49730410662632957,0.037679886938456184,0.17030826885910594,0.08313601001658856,0.06289845639291927,0.060435381772763544,65.02456175860236,43.21124205869787,0.5286153586471782,0.03995132063898965,0.17173932821435084,0.08382577622199755,0.06660315473290046,0.06013699331704304,60.72356207230512,40.14023845897001,0.5355540641966988
24,PI570075_00,21632.351,5372,0.01391644269131658,0.14626914608691416,0.06946604656765144,0.023445787055173944,0.07531831710643708,78.79655979928516,54.088726123174034,0.4506453614504564,0.015834449989814,0.14871521032459678,0.07065333035730176,0.0262134553500107,0.07550925983204723,73.46492366563706,50.324713105247135,0.45509402489378337,0.03208329606369679,0.1660977222207116,0.0806767715413759,0.0532975160380507,0.0648260727161314,68.33613585262763,45.774241831244495,0.5083496372510747,0.03351857086143838,0.16742159907774226,0.08140636728395045,0.05568111191003965,0.06407704874418853,63.28741567890818,42.15955717970685,0.5133125160525485,0.0436718884518759,0.17509268653594842,0.08589304815241168,0.07313257895704713,0.05583864815617345,65.70773261549783,43.328274085696805,0.5498392965834019,0.04534557980543135,0.17727369474152385,0.08703358951261483,0.07577873520174265,0.054980006595115836,57.87042927068506,37.814689733214294,0.5538994324746105
25,PI570075_01,14709.50085,5372,0.01846720925247754,0.1603934770422195,0.07642563443575329,0.02963679287267268,0.07814040351937064,93.17748949420987,63.648410156591616,0.4527522249897914,0.018924541628064624,0.1637645888684401,0.07792443584706352,0.030323334243287522,0.07961805890411579,88.80330834459903,60.4931637778211,0.45426890654350394,0.0300099346138862,0.17042990069590874,0.08237261694304342,0.04895928768851729,0.06996600183013181,80.84106539823685,54.40023030149243,0.4929140784654273,0.031164557471063437,0.17275273369019287,0.08354567018258999,0.05087929489427657,0.06980078618030947,77.15355174512749,51.73842751836202,0.4970032509910055,0.043725007504224735,0.17145138275623323,0.08429413408040998,0.0735362510681152,0.05357053434848781,58.85009761047363,38.5851720123291,0.554859736919403,0.045482415825128505,0.17249558687210084,0.08491339540481564,0.07644356837868688,0.05250082346796985,52.771804885864256,34.27403167724609,0.5598756856918335
26,PI570106_00,26371.64942,5372,0.016545720803586607,0.16844357414679093,0.07974495506196307,0.0264046067787355,0.08549638058651574,96.07441748416785,65.86874012802586,0.4352994299296177,0.017715919944880996,0.17165980402267342,0.08120251162485638,0.02816580312721653,0.08717202526150324,92.93983153140906,63.59324310765122,0.43883520184141217,0.02917169885088996,0.17810653014616531,0.08581571127429148,0.04725788885896852,0.07583694189335356,78.96753038348574,53.30283613493948,0.48031084989056444,0.03055229545429796,0.1814008568272446,0.0874873184344985,0.04943317389397906,0.07574497811270478,72.4230293967507,48.542473741011186,0.4849916931354638,0.038504677615390025,0.17504805092061504,0.0854382722983869,0.06379690580070015,0.062313342466950375,68.46284745248516,45.51259390155921,0.526371344254258,0.039801624164068926,0.17812562926431721,0.08706066937426499,0.06579903383435824,0.061396256214782056,57.89801946918616,38.029842382066704,0.5300399406572406
27,PI570106_01,14037.33313,5372,0.009310165351973406,0.1532266578940024,0.0719432889831712,0.014953343971234042,0.08518441809139334,100.13502288726438,69.10306346847351,0.4212783122637186,0.01144657816989651,0.15566709713943028,0.073028687971184,0.018187821083400547,0.08709008756082456,97.74179624074912,67.3814188658473,0.426307143935238,0.032328637510116325,0.17533582748856932,0.08468465221190598,0.05395090434430807,0.07033798473307994,81.56788486504705,54.618003785235324,0.49922499679169563,0.0339371444680874,0.1794831302930724,0.08668649346573544,0.05642731440892005,0.070761101224929,74.01833585823107,49.213427273732314,0.5042126540492915,0.03758750279634692,0.1750174500665612,0.08525947028596094,0.06230430922455547,0.06343104160334191,67.87895193152664,45.21267553192476,0.5221517227631247,0.03962103867110951,0.178054367557415,0.08684782070514244,0.0654669024503033,0.06275776154181571,58.563684010373954,38.6899293193501,0.5268392962974738
28,PI329300_00,48661.31655,5372,-0.008775231914513836,0.13093178769255553,0.05926743614282909,-0.011594011066779597,0.09492949882476791,81.76471755562758,57.570274562370486,0.37252113023182243,-0.004693601470690488,0.13219439465461708,0.06027021100063145,-0.00601267689099342,0.0940597837381973,76.58387387671122,53.914877321661976,0.38158497041681916,0.030411544265007202,0.17164861746132373,0.0830037637148052,0.050244184482289664,0.07041812257375564,70.52111375331879,47.389942538738254,0.4945221159607172,0.03368506893166336,0.1736671080812812,0.08434327803552147,0.05538696422008793,0.06959111893083895,65.65860712528229,43.847672414779666,0.5041479354724288,0.03840823457748797,0.17190829014021253,0.08393805828832442,0.06397621988974232,0.06048012130632597,67.41510379125201,44.79697458580058,0.5297892424795363,0.040264116974655866,0.17431720428996617,0.08509628076559649,0.06706297426193791,0.060531753691888956,63.104728506986426,41.71456676059299,0.5353109093885573
